giorno;mese;progessivo;santo
18;11;9;santa Filippina Duchesne, vergine della Società del Sacro Cuore di Gesù
18;11;10;beato Grimoaldo della Purificazione, religioso passionista
18;11;11;beata Carolina Kózka, vergine e martire
18;11;12;beate Maria del Rifugio Hinojosa y Naveros e cinque compagne, vergini visitandine e martiri.
19;11;1;sant'Abdia, profeta
19;11;2;san Massimo, corepiscopo e martire
19;11;3;santi Severino, Essuperio e Feliciano, martiri
19;11;4;san Barlaam, martire
19;11;5;sante quaranta vergini e vedove di Eraclea, martiri
19;11;6;sant'Eudone, abate
19;11;7;santa Matilde, vergine
19;11;8;beato Giacomo Benfatti, domenicano, vescovo di Mantova
19;11;9;beati Eliseo García, salesiano, e Alessandro Planas Saurí, martiri.
20;11;1;san Basilio, martire
20;11;2;san Crispino, vescovo di Astigi e martire
20;11;3;san Dasio, martire
20;11;4;santi Avventore, Ottavio e Solutore, martiri
20;11;5;san Teonesto, martire
20;11;6;san Doro, vescovo di Benevento
20;11;7;san Silvestro, vescovo di Chalon
20;11;8;sant'Edmondo, re dell'Anglia orientale e martire
20;11;9;san Gregorio Decapolitano, monaco
20;11;10;san Bernoardo, vescovo di Hildesheim
20;11;11;san Cipriano, abate
20;11;12;san Francesco Saverio C?n, catechista e martire
20;11;13;beata Maria Fortunata Viti, benedettina
20;11;14;sante Angela di San Giuseppe e compagne, vergini della congregazione della dottrina cristiana, martiri
20;11;15;beata Maria dei Miracoli Ortelles Gimeno, vergine clarissa cappuccina, martire.
21;11;1;Presentazione della Beata Vergine Maria
21;11;2;san Rufo
21;11;3;san Mauro, vescovo di Parenzo e martire
21;11;4;sant'Agapio, martire
21;11;5;san Gelasio I, papa
21;11;6;san Mauro, vescovo di Cesena
21;11;7;beata Maria di Gesù Buon Pastore Siedliska, vergine, fondatrice delle Suore della Sacra Famiglia di Nazareth.
22;11;1;santa Cecilia, vergine e martire
22;11;2;san Filemone
22;11;3;sant'Anania, martire
22;11;4;san Benigno, vescovo di Milano
22;11;5;san Pragmazio, vescovo di Autun
22;11;6;beati Salvatore Lilli, sacerdote francescano, Giovanni e altri sei compagni, martiri armeni
22;11;7;beato Tommaso Reggio, arcivescovo di Genova, fondatore delle Suore di Santa Marta
22;11;8;san Pietro Esqueda Ramírez, sacerdote e martire
22;11;9;beati Elia Torrido Sánchez e Bertrando Lahoz Moliner, lasalliani, martiri.
23;11;1;san Clemente I, papa e martire
23;11;2;san Colombano, abate di Bobbio
23;11;3;santa Felicita, martire
23;11;4;santa Mustiola, martire
23;11;5;san Sisinnio, vescovo di Cizico e martire
23;11;6;san Clemente, primo vescovo di Metz
23;11;7;santa Lucrezia,vergine e martire
23;11;8;sant'Anfilochio, vescovo di Iconio
23;11;9;san Severino
23;11;10;san Gregorio, vescovo di Agrigento
23;11;11;san Trudone, sacerdote
23;11;12;beata Margherita di Savoia, vedova, terziaria domenicana
23;11;13;santa Cecilia Yu So-sa, martire
23;11;14;beato Michele Agostino Pro, sacerdote gesuita e martire
23;11;15;beata Maria Cecilia Cendoya y Araquistain, vergine visitandina e martire.
24;11;1;santi Andrea D?ng L?c, sacerdote, e compagni, martiri
24;11;2;san Crisogono, vescovo di Aquileia, martire
24;11;3;santa Firmina, vergine e martire
24;11;4;san Protaso, vescovo di Milano
24;11;5;san Romano, sacerdote
24;11;6;san Colomano, vescovo di Cloyne
24;11;7;san Porziano, abate
24;11;8;sante Flora e Maria, vergini e martiri
24;11;9;sant'Alberto di Lovanio, vescovo di Liegi e martire
24;11;10;beato Balsamo, abate di Cava
24;11;11;santi Pietro Dumoulin-Borie, vescovo titolare di Gerisso e vicario apostolico del Tonchino occidentale, Pietro Võ Ð?ng Khoa e Vincenzo Nguy?n Th? Ði?m, martiri
24;11;12;beata Maria Anna Sala, vergine marcellina
24;11;13;beate Niceta di San Prudenzio Plaja Xifra e compagne, vergini carmelitane e martiri.
25;11;1;santa Caterina d'Alessandria, vergine e martire
25;11;2;san Mercurio, martire
25;11;3;san Mosè, sacerdote e martire
25;11;4;san Pietro, vescovo di Alessandria e martire
25;11;5;san Marcolo, vescovo
25;11;6;san Maurino, martire
25;11;7;beata Beatrice d'Ornacieux, vergine certosina
25;11;8;beata Elisabetta Achler, vergine del terz'ordine francescano
25;11;9;san Pietro Yi Ho-yong, catechista e martire
25;11;10;beato Giacinto Serrano Lopez e Giacomo Meseguer Burillo, sacerdoti domenicani e martiri.
26;11;1;san Siricio, papa
26;11;2;sant'Alipio, diacono e stilita
26;11;3;san Corrado, vescovo di Costanza
26;11;4;san Nicone, monaco
26;11;5;san Bellino, vescovo di Padova e martire
26;11;6;beato Ponzio di Faucigny, canonico regolare
26;11;7;san Silvestro Guzzolini, abate, fondatore dei benedettini silvestrini
26;11;8;beata Delfina, sposa
26;11;9;beati Ugo Taylor, sacerdote, e Marmaduke Bowes, martiri
26;11;10;sant'Umile da Bisignano, francescano
26;11;11;san Leonardo da Porto Maurizio, sacerdote francescano
26;11;12;santi Tommaso Ðinh Vi?t D? e Domenico Nguy?n V?n Xuyên, sacerdoti domenicani, martiri.
27;11;1;santi Facondo e Primitivo, martiri
27;11;2;san Laverio, martire
27;11;3;san Valeriano, vescovo di Aquileia
27;11;4;san Giacomo detto, l'Interciso, martire
27;11;5;san Massimo, abate di Lérins e poi vescovo di Riez
27;11;6;sant'Eusicio, eremita
27;11;7;san Siffredo, vescovo di Carpentras
27;11;8;sant'Acario, vescovo di Noyon e di Tournai
27;11;9;santa Bililde, vergine
27;11;10;san Fergus, vescovo
27;11;11;san Virgilio, vescovo di Salisburgo
27;11;12;san Gulstano, monaco
27;11;13;beato Bernardino da Fossa, sacerdote francescano
27;11;14;beati Tommaso Koteda Kiuni e dieci compagni, martiri
27;11;15;beato Bronislao Kostowski, martire.
28;11;1;sant'Irenarco, martire
28;11;2;santi Papiniano, vescovo di Vita, Mansueto, vescovo di Urusi e compagni, vescovi, martiri
28;11;3;santo Stefano il Giovane, monaco e martire
28;11;4;san Giacomo della Marca, sacerdote francescano
28;11;5;beato Giacomo Thomson, sacerdote e martire
28;11;6;sant'Andrea Tr?n V?n Trông, martire
28;11;7;beati Giovanni Gesù Adradas Gonzalo e 14 compagni, religiosi fatebenefratelli, martiri
28;11;8;beato Luigi Campos Górriz e 14 compagni, martiri.
29;11;1;san Saturnino di Cartagine, martire
29;11;2;san Saturnino, vescovo di Tolosa e martire
29;11;3;san Filomeno, martire
29;11;4;sant'Illuminata, vergine
29;11;5;san Giacomo di Osroena, vescovo di Batne
29;11;6;san Radbodo, vescovo di Utrecht
29;11;7;beato Edoardo Burden, sacerdote e martire
29;11;8;beati Giorgio Errington, Guglielmo Gibson e Guglielmo Knight, martiri
29;11;9;beati Dionigi della Natività e Redento della Croce, carmelitani scalzi, martiri
29;11;10;san Francesco Antonio Fasani, francescano conventuale
29;11;11;beato Alfredo Simón Colomina, gesuita e martire.
30;11;1;sant'Andrea, apostolo
30;11;2;san Mirocleto, vescovo di Milano
30;11;3;san Tugdual, detto Pabu, abate e vescovo di Tréguier
30;11;4;san Galgano Guidotti, eremita
30;11;5;beato Giovanni da Vercelli, sacerdote domenicano
30;11;6;beato Federico, religioso eremitano
30;11;7;san Cutberto Mayne, sacerdote e martire
30;11;8;beato Alessandro Crow, sacerdote e martire
30;11;9;san Taddeo Liu Ruiting, sacerdote e martire
30;11;10;san Giuseppe Marchand, sacerdote e martire
30;11;11;beati Michele Ruedas Mejías e sei compagni, fatebenefratelli, martiri
30;11;12;beato Giuseppe Otín Aquilé, sacerdote salesiano, martire
30;11;13;beato Ludovico Rocco Gientyngier, sacerdote, martire.
01;12;1;san Naum, profeta
01;12;2;san Castriciano, vescovo di Milano
01;12;3;santa Fiorenza, vergine
01;12;4;san Leonzio, vescovo di Fréjus
01;12;5;sant'Agerico, vescovo di Verdun
01;12;6;sant'Eligio, vescovo di Noyon
01;12;7;beato Antonio Bonfadini, predicatore francescano
01;12;8;santi Edmondo Campion, Rodolfo Sherwin e Alessandro Briant e beato Giovanni Beche e Riccardo Langley, martiri d'Inghilterra
01;12;9;beato Casimiro Sykulski, martire ad Auschwitz
01;12;10;beata Maria Clementina Anuarite Nengapeta, vergine delle Suore della Sacra Famiglia e martire congolese.
02;12;1;sant'Abacuc, profeta
02;12;2;santa Bibiana, vergine e martire
02;12;3;san Pimenio, sacerdote e martire
02;12;4;san Cromazio, vescovo di Aquileia
02;12;5;san Silverio, papa e martire
02;12;6;beato Giovanni di Ruysbroeck, canonico regolare
02;12;7;beata Maria Angela Astorch, badessa clarissa
02;12;8;beato Raffaele Chyli?ski, sacerdote dell'Ordine dei Frati Minori Conventuali
02;12;9;beato Ivan Slezjuk, vescovo eparca di Stanislaviv e martire.
03;12;1;san Francesco Saverio, sacerdote gesuita, apostolo delle Indie
03;12;2;san Cassiano, martire
03;12;3;san Birino, apostolo del Wessex, primo vescovo di Dorchester
03;12;4;san Lucio, eremita
03;12;5;san Galgano, eremita
03;12;6;beato Edoardo Coleman, martire d'Inghilterra
03;12;7;beato Giovanni Nepomuceno de Tschiderer, vescovo di Trento.
04;12;1;san Giovanni Damasceno, dottore della Chiesa
04;12;2;santa Barbara, vergine e martire
04;12;3;sant'Eracla, vescovo di Alessandria
04;12;4;san Melezio, vescovo di Sebaste
04;12;5;san Felice, vescovo di Bologna
04;12;6;sant'Apro, sacerdote ed eremita
04;12;7;san Sigiranno, abate di Lonrey
04;12;8;santa Adreilde, badessa del monastero di Santa Maria a Le Mans
04;12;9;san Sola, sacerdote ed eremita
04;12;10;san Giovanni, detto il taumaturgo, vescovo di Poliboto
04;12;11;sant'Annone, vescovo di Colonia
04;12;12;sant'Osmondo, vescovo di Salisbury
04;12;13;san Bernardo degli Uberti, abate vallombrosano, cardinale e vescovo di Parma
04;12;14;beato Pietro Pettinario, terziario francescano
04;12;15;beati Francesco Galvéz Iranzo, francescano, Girolamo de Angelis e Simone Enp?, gesuiti, martiri del Giappone
04;12;16;beato Adolfo Kolping, sacerdote
04;12;17;san Giovanni Calabria, sacerdote, fondatore delle Povere Serve e delle Poveri Servi della Divina Provvidenza.
05;12;1;santa Crispina, madre di famiglia
05;12;2;san Saba, abate di San Saba
05;12;3;san Lucido, primo abate di Aquara
05;12;4;san Geraldo, vescovo di Braga
05;12;5;beato Bartolomeo Fanti, sacerdote carmelitano
05;12;6;san Giovanni Almond, sacerdote e martire d'Inghilterra
05;12;7;beato Niccolò Stenone, vescovo titolare di Tiziopoli e vicario apostolico della Germania settentrionale
05;12;8;beato Filippo Rinaldi, sacerdote salesiano.
06;12;1;san Nicola, vescovo di Mira
06;12;2;sant'Asella, vergine
06;12;3;santi Dionisia, Maiorico e compagni, martiri in Africa, vittime della persecuzione del re ariano Unerico
06;12;4;sant'Obizio, penitente
06;12;5;beato Pietro Pascasio, mercedario, vescovo di Jaén, martire
06;12;6;san Giuseppe Nguy?n Duy Khang, catechista, martire del Vietnam
06;12;7;beata Luisa María Frías Cañizares, vergine e martire.
07;12;1;sant'Ambrogio, vescovo di Milano e dottore della Chiesa
07;12;2;san Savino, vescovo di Spoleto e martire
07;12;3;sant'Atenodoro, martire in Siria
07;12;4;sant'Urbano, vescovo di Teano
07;12;5;san Giovanni Esicasta, vescovo di Colonia in Armenia ed eremita
07;12;6;san Martino, sacerdote e abate di Saujon
07;12;7;santa Fara, badessa
07;12;8;san Carlo Garnier, sacerdote gesuita e martire del Canada
07;12;9;santa Maria Giuseppa Rossello, vergine, fondatrice delle Figlie di Nostra Signora della Misericordia.
08;12;1;solennità dell'Immacolata Concezione della Beata Vergine Maria
08;12;2;san Macario, martire
08;12;3;sant'Eutichiano, papa
08;12;4;sant'Eucario, primo vescovo di Treviri
08;12;5;san Patapio, eremita
08;12;6;san Romarico, abate di Remiremont e Remiremont
08;12;7;san Teobaldo, abate cistercense
08;12;8;san Natale Chabanel, sacerdote gesuita e martire del Canada
08;12;9;santa Narcisa di Gesù Martillo y Moràn, vergine
08;12;10;beato Giuseppe Maria Zabal Blasco, padre di famiglia e martire
08;12;11;beato Luigi Liguda, sacerdote verbita, martire a Dachau.
09;12;1;santa Leocadia, vergine e martire
09;12;2;san Siro, primo vescovo di Pavia
09;12;3;santa Gorgonia, madre di famiglia
09;12;4;san Cipriano, abate di Genouillac
09;12;5;san Giovanni Diego, cui apparve la Beata Vergine Maria di Guadalupe
09;12;6;beato Liborio Wagner, sacerdote e martire
09;12;7;san Pietro Fourier, sacerdote, fondatore dei Canonici regolari della Congregazione del Salvatore delle Canonichesse di Sant'Agostino della Congregazione di Nostra Signora
09;12;8;beato Bernardo Maria di Gesù, sacerdote passionista
09;12;9;beato Giuseppe Ferrer Esteve, sacerdote scolopio e martire
09;12;10;beati Riccardo de Los Rìos Fabregat, Giuliano Rodríguez Sánchez e Giuseppe Giménez López, salesiani e martiri.
10;12;1;sant'Eulalia, vergine e martire
10;12;2;san Mauro, fanciullo martire
10;12;3;san Gemello, martire
10;12;4;san Gregorio III, papa
10;12;5;san Luca, vescovo di Isola
10;12;6;santi Edmondo Gennings, sacerdote, e Swithun Wells, martiri d'Inghilterra
10;12;7;santi Polidoro Plasden ed Eustazio White, sacerdoti
10;12;8;beati Brian Lacy, Giovanni Mason e Sidney Hodgson, martiri
10;12;9;san Giovanni Roberts, benedettino e il beato Tommaso Somers, sacerdoti e martiri
10;12;10;beato Marco Antonio Durando, prete della missione, fondatore delle suore nazarene della Passione
10;12;11;beato Gonsalvo Viñes Masip, sacerdote e martire
10;12;12;beati Antonio Martín Hernández e Agostino García Calvo, martiri salesiani.
11;12;1;san Damaso I, papa
11;12;2;santi Vittorico e Fusciano, martiri
11;12;3;san Savino, vescovo di Piacenza
11;12;4;san Daniele, detto lo Stilita, sacerdote
11;12;5;beato Davide, monaco
11;12;6;beato Franco Lippi, eremita carmelitano
11;12;7;beato Ugolino Magalotti, terziario francescano ed eremita
11;12;8;beato Girolamo da Sant'Angelo in Vado, sacerdote servita
11;12;9;beati Martino di San Nicola e Melchiorre di Sant'Agostino, sacerdoti agostiniani recolletti e martiri del Giappone
11;12;10;beato Arturo Bell, sacerdote francescano e martire
11;12;11;beata Maria del Pilar Villalonga Villalba, vergine e martire
11;12;12;santa Maria delle Meraviglie di Gesù, vergine carmelitana scalza.
12;12;1;Beata Maria Vergine di Guadalupe
12;12;2;santi Epimaco e compagni, martiri di Alessandria
12;12;3;santo Spiridione, vescovo di Cipro
12;12;4;san Finnian, abate
12;12;5;san Corentino, primo vescovo di Quimper
12;12;6;sant'Israele, sacerdote e canonico regolare di Le Dorat
12;12;7;san Vicelino, vescovo di Oldenburg
12;12;8;beato Bartolo da San Gimignano, sacerdote
12;12;9;beato Corrado da Offida, sacerdote francescano
12;12;10;beato Giacomo da Viterbo, eremitano, vescovo di Benevento e di Napoli
12;12;11;san Simone Phan Ð?c Hòa, martire del Vietnam
12;12;12;beato Pio Bartosik, sacerdote francescano conventuale e martire di Auschwitz.
13;12;1;santa Lucia, vergine e martire
13;12;2;sant'Aristone, martire
13;12;3;sant'Antioco, martire
13;12;4;santi Eustrazio, Assenzio, Eugenio, Mardario e Oreste, martiri
13;12;5;san Giudoco, sacerdote e martire
13;12;6;sant'Autberto, vescovo di Cambrai
13;12;7;sant'Ottilia, vergine e prima badessa di Hohenburg
13;12;8;beato Giovanni Marinoni, sacerdote teatino
13;12;9;natale di santa Giovanna Francesca Frémiot de Chantal
13;12;10;beato Antonio Grassi, sacerdote oratoriano
13;12;11;santi Pietro Cho Hwa-so, padre di famiglia, e cinque compagni, martiri di Corea.
14;12;1;san Giovanni della Croce, sacerdote carmelitano e dottore della Chiesa
14;12;2;santi Erone, Ateo, Isidoro e Dioscuro, martiri di Alessandria d'Egitto
14;12;3;santi Tirso, Leucio, Callinico e compagni, martiri ad Apollonia in Bitinia
14;12;4;santa Droside, martire di Antiochia di Siria
14;12;5;santi Ares, Promo ed Elia, martiri di Ascalona
14;12;6;san Pompeo, vescovo di Pavia
14;12;7;santi Nicasio, vescovo di Reims, e compagni
14;12;8;sant'Agnello, abate del monastero di San Gaudioso
14;12;9;san Venanzio Fortunato, vescovo di Poitiers
14;12;10;san Folcuino, vescovo di Thérouanne
14;12;11;beato Bonaventura Bonaccorsi, sacerdote servita
14;12;12;beato Nimatullah Al-Hardini, sacerdote dell'Ordine Libanese Maronita
14;12;13;beata Francesca Schervier, vergine e fondatrice delle Suore dei Poveri di San Francesco
14;12;14;beato Protasio Cubells Minguell, religioso dei fatebenefratelli e martire.
15;12;1;san Valeriano, vescovo di Avensa
15;12;2;beato Marino, abate di Cava
15;12;3;beata Maria Vittoria Fornari, vedova, fondatrice delle monache turchine
15;12;4;santa Virginia Centurione Bracelli, vedova, fondatrice delle Suore di Nostra Signora del Rifugio in Monte Calvario
15;12;5;santa Maria Crocifissa Di Rosa, vergine, fondatrice delle Ancelle della Carità
15;12;6;beato Carlo Steeb, sacerdote fondatore delle Sorelle della Misericordia.
16;12;1;sant'Aggeo, profeta
16;12;2;sante vergini e martiri d'Africa
16;12;3;san Beano, eremita
16;12;4;sant'Everardo, fondatore dell'abbazia di Cysoing
16;12;5;sant'Adone, vescovo di Vienne
16;12;6;sant'Adelaide, imperatrice
16;12;7;beato Sebastiano Maggi, sacerdote domenicano
16;12;8;beata Maria degli Angeli Fontanella, vergine carmelitana
16;12;9;beato Clemente Marchisio, sacerdote, fondatore delle Figlie di San Giuseppe di Rivalba
16;12;10;beato Onorato da Bia?a, sacerdote cappuccino, fondatore
16;12;11;beato Filippo Siphong Onphitak, padre di famiglia, martire in Thailandia.
17;12;1;san Modesto, vescovo di Gerusalemme
17;12;2;santi cinquanta martiri di Eleuteropoli
17;12;3;san Giudicaele, eremita
17;12;4;santa Begga, vedova
17;12;5;san Sturmio, abate di Fulda
17;12;6;santa Vivina, prima badessa del monastero di Santa Maria di Bigard
17;12;7;san Giovanni de Matha, sacerdote, fondatore dell'Ordine della Santissima Trinità
17;12;8;san Giuseppe Manyanet y Vives, sacerdote, fondatore delle congregazioni delle Figlie e dei Figli della Sacra Famiglia
17;12;9;beato Giacinto Maria Cormier, sacerdote, maestro generale dei domenicani.
18;12;1;san Malachia, profeta
18;12;2;santi Namfamone e compagni, martiri in Africa
18;12;3;san Gaziano, vescovo di Tours
18;12;4;san Flannano, vescovo di Killaloe
18;12;5;san Vinebaldo, abate di Heidenheim
18;12;6;santi Paolo Nguy?n V?n M?, Pietro Tr??ng V?n Ð??ng e Pietro V? V?n Tru?t, catechisti, martiri vietnamiti
18;12;7;beata Nemesia Valle, vergine vincenziana.
19;12;1;sant'Anastasio I, papa
19;12;2;san Gregorio, vescovo di Auxerre
19;12;3;beato Guglielmo da Fenoglio, religioso certosino
19;12;4;beato Urbano V, papa
19;12;5;santi Francesco Saverio Hà Tr?ng M?u, Domenico Bùi V?n Úy, Tommaso Nguy?n V?n Ð?, Agostino Nguy?n V?n M?i, Stefano Nguy?n V?n Vinh, martiri
19;12;6;beate Maria Eva della Provvidenza e Maria Marta di Gesù, vergini della congregazione delle Suore dell'Immacolata Concezione della Beata Vergine Maria, martiri.
20;12;1;san Zefirino, papa
20;12;2;san Liberale, martire
20;12;3;san Filigonio, vescovo di Antiochia
20;12;4;sant'Ursicino, monaco
20;12;5;san Domenico, abate di Silos
20;12;6;beato Vincenzo Romano, sacerdote
20;12;7;beato Micha? Piaszczy?ski, sacerdote e martire a Sachsenhausen.
21;12;1;san Pietro Canisio, sacerdote gesuita e dottore della Chiesa
21;12;2;san Michea, profeta
21;12;3;san Temistocle, martire di Licia
21;12;4;beato Domenico Spadafora, sacerdote domenicano
21;12;5;passione dei santi Andrea D?ng L?c e Pietro Tr??ng V?n Thi, sacerdoti e martiri del Vietnam
21;12;6;beato Pietro Friedhofen, fondatore dei Fratelli della Misericordia di Maria Ausiliatrice.
22;12;1;santi Cheremone, vescovo di Nilopoli, e compagni
22;12;2;sant'Ischirione, martire in Egitto
22;12;3;santi trenta martiri di Via Labicana
